1.076098978519439697e-01,1.521318107843399048e-01,1.430191993713378906e-01,1.249606162309646606e-01,1.112605407834053040e-01,1.044117063283920288e-01,1.087368056178092957e-01,1.478694379329681396e-01,2.010901123285293579e-01,1.422561258077621460e-01,8.925592154264450073e-02,6.732451915740966797e-02,6.746127456426620483e-02,8.905032277107238770e-02,1.422535032033920288e-01,2.013082355260848999e-01,7.584194093942642212e-02,2.443664520978927612e-01,4.310830831527709961e-01,2.487085461616516113e-01
1.075947433710098267e-01,1.521159559488296509e-01,1.430146694183349609e-01,1.249579489231109619e-01,1.112637147307395935e-01,1.044182702898979187e-01,1.087462827563285828e-01,1.478884071111679077e-01,2.010952234268188477e-01,1.422523558139801025e-01,8.925557881593704224e-02,6.732694804668426514e-02,6.746384501457214355e-02,8.904921263456344604e-02,1.422479599714279175e-01,2.013088762760162354e-01,7.585110515356063843e-02,2.443916350603103638e-01,4.310685694217681885e-01,2.486887127161026001e-01
1.076248809695243835e-01,1.521471142768859863e-01,1.430235356092453003e-01,1.249636933207511902e-01,1.112568601965904236e-01,1.044052243232727051e-01,1.087278574705123901e-01,1.478508263826370239e-01,2.010845690965652466e-01,1.422599256038665771e-01,8.925676345825195312e-02,6.732205301523208618e-02,6.745884567499160767e-02,8.905187994241714478e-02,1.422587037086486816e-01,2.013072669506072998e-01,7.583425939083099365e-02,2.443422377109527588e-01,4.310965836048126221e-01,2.487269192934036255e-01
1.075699254870414734e-01,1.521100550889968872e-01,1.430180519819259644e-01,1.249427944421768188e-01,1.112585142254829407e-01,1.044210493564605713e-01,1.087484434247016907e-01,1.479311734437942505e-01,2.010912299156188965e-01,1.422666013240814209e-01,8.925805240869522095e-02,6.732738763093948364e-02,6.746163964271545410e-02,8.905652165412902832e-02,1.422497481107711792e-01,2.012888342142105103e-01,7.577858120203018188e-02,2.443685829639434814e-01,4.310530722141265869e-01,2.487997710704803467e-01
1.076498776674270630e-01,1.521536111831665039e-01,1.430204212665557861e-01,1.249784007668495178e-01,1.112621575593948364e-01,1.044024154543876648e-01,1.087255254387855530e-01,1.478075981140136719e-01,2.010888606309890747e-01,1.422451883554458618e-01,8.925396949052810669e-02,6.732157617807388306e-02,6.746093928813934326e-02,8.904432505369186401e-02,1.422573626041412354e-01,2.013277858495712280e-01,7.590626180171966553e-02,2.443649470806121826e-01,4.311109781265258789e-01,2.486178278923034668e-01
1.075999587774276733e-01,1.521228998899459839e-01,1.430162191390991211e-01,1.249581575393676758e-01,1.112622842192649841e-01,1.044161841273307800e-01,1.087432652711868286e-01,1.478810310363769531e-01,2.010918110609054565e-01,1.422557234764099121e-01,8.925592899322509766e-02,6.732531636953353882e-02,6.746254861354827881e-02,8.905013650655746460e-02,1.422512829303741455e-01,2.013072669506072998e-01,7.584626227617263794e-02,2.443791329860687256e-01,4.310704171657562256e-01,2.487041801214218140e-01
1.076195985078811646e-01,1.521400958299636841e-01,1.430218815803527832e-01,1.249630302190780640e-01,1.112587675452232361e-01,1.044075861573219299e-01,1.087308973073959351e-01,1.478581279516220093e-01,2.010881155729293823e-01,1.422566175460815430e-01,8.925621211528778076e-02,6.732378900051116943e-02,6.746014952659606934e-02,8.905083686113357544e-02,1.422557979822158813e-01,2.013084739446640015e-01,7.583980262279510498e-02,2.443552315235137939e-01,4.310931861400604248e-01,2.487117797136306763e-01
1.076020449399948120e-01,1.521331220865249634e-01,1.430228799581527710e-01,1.249554902315139771e-01,1.112612187862396240e-01,1.044126972556114197e-01,1.087357699871063232e-01,1.478767842054367065e-01,2.010845988988876343e-01,1.422611176967620850e-01,8.925916254520416260e-02,6.732498854398727417e-02,6.746324896812438965e-02,8.905231952667236328e-02,1.422569453716278076e-01,2.012976109981536865e-01,7.582680881023406982e-02,2.443532049655914307e-01,4.310610890388488770e-01,2.487588971853256226e-01
1.076174303889274597e-01,1.521299034357070923e-01,1.430160403251647949e-01,1.249660253524780273e-01,1.112598851323127747e-01,1.044105887413024902e-01,1.087382584810256958e-01,1.478618532419204712e-01,2.010954320430755615e-01,1.422509253025054932e-01,8.925293385982513428e-02,6.732395291328430176e-02,6.745930016040802002e-02,8.904857188463211060e-02,1.422498673200607300e-01,2.013190239667892456e-01,7.585926353931427002e-02,2.443808466196060181e-01,4.311025142669677734e-01,2.486573755741119385e-01
1.076173856854438782e-01,1.521464586257934570e-01,1.430207341909408569e-01,1.249652579426765442e-01,1.112562641501426697e-01,1.044069305062294006e-01,1.087250858545303345e-01,1.478618830442428589e-01,2.010868638753890991e-01,1.422639340162277222e-01,8.925764262676239014e-02,6.732184439897537231e-02,6.745926290750503540e-02,8.905211836099624634e-02,1.422571539878845215e-01,2.013011872768402100e-01,7.582090049982070923e-02,2.443267703056335449e-01,4.311020970344543457e-01,2.487502396106719971e-01
