,Px_t,Py_t,Pz_t,Px_tbar,Py_tbar,Pz_tbar
Px_t,0.0168427371233025,-0.0002914835207946153,0.010505399404955644,-0.010023615671141782,-0.0010457400206872463,-0.004889350644602818
Py_t,-0.0002914835207946153,0.00033898317984,-0.00011024900724618047,0.00016213591648433256,6.655805881661297e-05,-6.588494624670084e-05
Pz_t,0.010505399404955644,-0.00011024900724618046,0.011588581347240001,-0.005233693781149318,-0.0007960258052510063,-0.0052934828075235935
Px_tbar,-0.010023615671141782,0.0001621359164843326,-0.005233693781149318,0.010388907866002502,0.0005519420310435255,0.00544940159826552
Py_tbar,-0.0010457400206872463,6.655805881661297e-05,-0.0007960258052510063,0.0005519420310435255,0.00091836034009,0.00014442216121628284
Pz_tbar,-0.004889350644602818,-6.588494624670081e-05,-0.0052934828075235935,0.00544940159826552,0.00014442216121628284,0.008642809792360002
